listing_url,address,suburb,postcode,property_type,bedrooms,bathrooms,parking_spaces,land_size_sqm,floor_area_sqm,year_built,sale_price,sale_date,sale_method,agent_description,features_list,date_collected
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151703032,19/2 Beale Street,Liverpool,2170,Unit,1,1,1,,,,350000,2026-07-20,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-150387988,41/7-9 Atkinson Street,Liverpool,2170,Apartment,2,1,1,,,,460000,2026-07-18,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151576456,12/32 Nagle Street,Liverpool,2170,Unit,2,1,1,,,,415000,2026-07-17,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-townhouse-nsw-liverpool-151517440,5/2 Calabro Avenue,Liverpool,2170,Townhouse,2,1,1,,,,757000,2026-07-16,Private treaty,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-151720856,4/12 George Street,Liverpool,2170,Apartment,2,2,1,,,,590000,2026-07-16,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-house-nsw-liverpool-150792248,19 Pearce Street,Liverpool,2170,House,4,1,3,652,,,1270000,2026-07-14,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151350072,"Unit 203, 311 Hume Highway",Liverpool,2170,Unit,2,2,1,,,,600000,2026-07-14,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151645348,3006/420 Macquarie Street,Liverpool,2170,Unit,2,2,1,,,,615000,2026-07-13,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-150843652,55/26 George Street,Liverpool,2170,Apartment,2,1,1,104,,,545000,2026-07-10,Private treaty,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151269204,10/4-6 Castlereagh Street,Liverpool,2170,Unit,2,2,1,,,,525000,2026-07-09,Private treaty,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-151550716,14/17-19 Speed Street,Liverpool,2170,Apartment,2,1,1,80.1,,,393000,2026-07-09,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-house-nsw-liverpool-151152668,30 Danalam Street,Liverpool,2170,House,4,1,1,727,,,1083000,2026-07-08,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-151505652,10/84 Campbell Street,Liverpool,2170,Unit,2,1,1,,,,538000,2026-07-08,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-150812008,20/132 Moore Street,Liverpool,2170,Unit,2,1,2,,,,510000,2026-07-02,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-townhouse-nsw-liverpool-150541368,16-18 Calabro Avenue,Liverpool,2170,Townhouse,12,12,6,,,,4200000,2026-06-30,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-151358920,411/32 Shepherd Street,Liverpool,2170,Apartment,2,1,1,79,,,485000,2026-06-30,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-unit-nsw-liverpool-150510604,69/24 Lachlan Street,Liverpool,2170,Unit,2,2,1,126,,,555000,2026-06-24,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-apartment-nsw-liverpool-151232124,2/15-17 Castlereagh Street,Liverpool,2170,Apartment,2,2,1,,,,530000,2026-06-24,Unknown,,,2026-09-12
https://www.realestate.com.au/sold/property-townhouse-nsw-liverpool-151379288,14/2 Calabro Avenue,Liverpool,2170,Townhouse,2,1,1,,,,779000,2026-06-22,Unknown,,,2026-09-12
https://www.domain.com.au/6-139-153-middle-head-road-mosman-nsw-2088-2021035788,6/139-153 Middle Head Road,Mosman,2088,Apartment,3,2,2,,,,2558000,2026-08-13,Private treaty,,,2026-09-12
https://www.domain.com.au/6-40-raglan-street-mosman-nsw-2088-2020977668,6/40 Raglan Street,Mosman,2088,Apartment,2,1,1,103,,,1600000,2026-07-27,Private treaty,,,2026-09-12
https://www.domain.com.au/10-16-avenue-road-mosman-nsw-2088-2020659268,10/16 Avenue Road,Mosman,2088,Apartment,2,1,,80,,,892000,2026-07-20,Private treaty,,,2026-09-12
https://www.domain.com.au/1-128-130-avenue-road-mosman-nsw-2088-2020877773,1/128-130 Avenue Road,Mosman,2088,Apartment,2,1,1,,,,1415000,2026-07-14,Auction,,,2026-09-12
https://www.domain.com.au/1404-1-3-valentine-avenue-parramatta-nsw-2150-2021149469,1404/1-3 Valentine Avenue,Parramatta,2150,Apartment,1,1,,,,,320000,2026-09-11,Private treaty,,,2026-09-12
https://www.domain.com.au/108-125-129-arthur-street-parramatta-nsw-2150-2021092190,108/125-129 Arthur Street,Parramatta,2150,Apartment,2,1,1,,,,653000,2026-08-21,Private treaty,,,2026-09-12
https://www.domain.com.au/721-1-3-valentine-avenue-parramatta-nsw-2150-2021079825,721/1-3 Valentine Avenue,Parramatta,2150,Apartment,,1,,,,,250000,2026-08-17,Private treaty,,,2026-09-12
https://www.domain.com.au/138-railway-st-parramatta-nsw-2150-2021075447,138 Railway St,Parramatta,2150,Townhouse,2,1,1,,,,685000,2026-08-14,Private treaty,,,2026-09-12
https://www.domain.com.au/6-16-18-mainsbridge-avenue-liverpool-nsw-2170-2021087249,6/16-18 Mainsbridge Avenue,Liverpool,2170,Townhouse,2,2,1,,,,720000,2026-08-29,Private treaty,,,2026-09-12
https://www.domain.com.au/35-12-20-lachlan-street-liverpool-nsw-2170-2021064575,35/12-20 Lachlan Street,Liverpool,2170,Apartment,3,2,2,157,,,730000,2026-08-28,Private treaty,,,2026-09-12
https://www.domain.com.au/1-34-goulburn-street-liverpool-nsw-2170-2020889734,1/34 Goulburn Street,Liverpool,2170,Apartment,2,1,1,1055,,,390000,2026-08-20,Private treaty,,,2026-09-12
https://www.domain.com.au/1-13-15-flowerdale-road-liverpool-nsw-2170-2021057642,1/13-15 Flowerdale Road,Liverpool,2170,Townhouse,3,2,1,,,,990000,2026-08-06,Private treaty,,,2026-09-12
https://www.domain.com.au/2-16-18-mainsbridge-avenue-liverpool-nsw-2170-2020970669,2/16-18 Mainsbridge Avenue,Liverpool,2170,Townhouse,2,2,1,,,,725000,2026-08-06,Private treaty,,,2026-09-12
https://www.domain.com.au/4-81-memorial-avenue-liverpool-nsw-2170-2021080163,4/81 Memorial Avenue,Liverpool,2170,Apartment,2,1,1,,,,435000,2026-07-29,Private treaty,,,2026-09-12
https://www.domain.com.au/6-8-collimore-avenue-liverpool-nsw-2170-2020945066,6/8 Collimore Avenue,Liverpool,2170,Apartment,2,1,1,82,,,390000,2026-07-24,Private treaty,,,2026-09-12
https://www.domain.com.au/401-30-castlereagh-street-liverpool-nsw-2170-2020730003,401/30 Castlereagh Street,Liverpool,2170,Apartment,2,2,1,,,,615000,2026-07-21,Private treaty,,,2026-09-12
https://www.domain.com.au/5-64-copeland-street-liverpool-nsw-2170-2021075036,5/64 Copeland Street,Liverpool,2170,Apartment,2,1,1,,,,390000,2026-07-21,Private treaty,,,2026-09-12
https://www.domain.com.au/22-33-39-lachlan-street-liverpool-nsw-2170-2020611728,22/33-39 Lachlan Street,Liverpool,2170,Apartment,2,1,1,,,,500000,2026-07-14,Private treaty,,,2026-09-12
https://www.domain.com.au/20-apex-street-liverpool-nsw-2170-2020935632,20 Apex Street,Liverpool,2170,House,3,1,1,853,,,1300000,2026-07-13,Private treaty,,,2026-09-12
